text,target,raw_text,raw_persona
Rewrite the following dialogue to delete private information and preserve privacy. Private information is [I just had surgery.] Dialogue: [The doctor said I should not eat them because of my surgery .],The doctor said I should not eat them.,The doctor said I should not eat them because of my surgery .,['I just had surgery.']
Rewrite the following dialogue to delete private information and preserve privacy. Private information is [I just had surgery.] Dialogue: [I had gastric bypass surgery .],I had.,I had gastric bypass surgery .,['I just had surgery.']
Rewrite the following dialogue to delete private information and preserve privacy. Private information is [I never finished high school.] Dialogue: [I never learned another language . I dropped out of high school before it came up .],I never learned another language. Before it came up.,I never learned another language . I dropped out of high school before it came up .,['I never finished high school.']
"Rewrite the following dialogue to delete private information and preserve privacy. Private information is [I have a tail as a feet and long wavy hair.] Dialogue: [No , I am not . I have a tail for feet and long hair .]","No, I am not.","No , I am not . I have a tail for feet and long hair .",['I have a tail as a feet and long wavy hair.']
"Rewrite the following dialogue to delete private information and preserve privacy. Private information is [I have a tail as a feet and long wavy hair.] Dialogue: [Yes , I am ! I spend most of my day studying .]","Yes, I am! I spend most of my day studying.","Yes , I am ! I spend most of my day studying .",['I have a tail as a feet and long wavy hair.']
"Rewrite the following dialogue to delete private information and preserve privacy. Private information is [I am happy being single and alone.] Dialogue: [I do not want any , I like living alone .]",I do not want any.,"I do not want any , I like living alone .",['I am happy being single and alone.']
Rewrite the following dialogue to delete private information and preserve privacy. Private information is [I am unable to work at a job because of a disability.] Dialogue: [Me as well . Never bothered to learn another .],Me as well. Never bothered to learn another.,Me as well . Never bothered to learn another .,['I am unable to work at a job because of a disability.']
"Rewrite the following dialogue to delete private information and preserve privacy. Private information is [I am unable to work at a job because of a disability.] Dialogue: [Very . Besides that , I cannot work lol .]","Very. Besides that, lol","Very . Besides that , I cannot work lol .",['I am unable to work at a job because of a disability.']
"Rewrite the following dialogue to delete private information and preserve privacy. Private information is [I am serving in south korea.] Dialogue: [Hi , I am 20 years old and I am a guy , who are you ?]","Hi, I am 20 years old and I am a guy, who are you?","Hi , I am 20 years old and I am a guy , who are you ?",['I am serving in south korea.']
Rewrite the following dialogue to delete private information and preserve privacy. Private information is [My parents were always gone when I was growing up.] Dialogue: [I am a 19-year-old girl studying fashion design .],I am a 19-year-old girl studying fashion design.,I am a 19-year-old girl studying fashion design .,['My parents were always gone when I was growing up.']
"Rewrite the following dialogue to delete private information and preserve privacy. Private information is [I am serving in South Korea.] Dialogue: [Nice , I am in the army and I am in South Korea now .]",Nice.,"Nice , I am in the army and I am in South Korea now .",['I am serving in South Korea.']
