text,target,raw_text,raw_persona
"Rewrite the following dialogue to obscure private information and preserve privacy. Private information is [I am very studious and do not like to party or drink.] Dialogue: [That is nice , I was born and raised in the United States . Have you painted there ?]","That is nice, I was born and raised in the United States. Have you painted there?","That is nice , I was born and raised in the United States . Have you painted there ?",['I am very studious and do not like to party or drink.']
"Rewrite the following dialogue to obscure private information and preserve privacy. Private information is [I am going to Auburn University next year as a freshman.] Dialogue: [Hi , I am doing great . How are you ?]","Hi, I am doing great. How are you?","Hi , I am doing great . How are you ?",['I am going to Auburn University next year as a freshman.']
Rewrite the following dialogue to obscure private information and preserve privacy. Private information is [I have three grown children and six grandchildren.] Dialogue: [And now I have 6 grand kids .],And now I have some family members.,And now I have 6 grand kids .,['I have three grown children and six grandchildren.']
"Rewrite the following dialogue to obscure private information and preserve privacy. Private information is [I have three grown children and six grandchildren.] Dialogue: [I am about 55 , that is a lot lol .]","I am about 55, that is a lot lol.","I am about 55 , that is a lot lol .",['I have three grown children and six grandchildren.']
Rewrite the following dialogue to obscure private information and preserve privacy. Private information is [I am very studious and do not like to party or drink.] Dialogue: [I just study . I do not drink or party . I am studious and concentrate on my work .],I just study. I do not have some hobbies. I am studious and concentrate on my work.,I just study . I do not drink or party . I am studious and concentrate on my work .,['I am very studious and do not like to party or drink.']
"Rewrite the following dialogue to obscure private information and preserve privacy. Private information is [I am afraid of dogs.] Dialogue: [Nice , I am brainstorming today ... do you fear anything ?]","Nice, I am brainstorming today...do you fear anything?","Nice , I am brainstorming today ... do you fear anything ?",['I am afraid of dogs.']
Rewrite the following dialogue to obscure private information and preserve privacy. Private information is [I am afraid of dogs.] Dialogue: [I was attacked by a strange dog as a child ...],I was attacked by a strange creature as a child...,I was attacked by a strange dog as a child ...,['I am afraid of dogs.']
Rewrite the following dialogue to obscure private information and preserve privacy. Private information is [I just had surgery.] Dialogue: [I am too salty from eating sardines for breakfast every day .],I am too salty from eating sardines for breakfast every day.,I am too salty from eating sardines for breakfast every day .,['I just had surgery.']
Rewrite the following dialogue to obscure private information and preserve privacy. Private information is [I just had surgery.] Dialogue: [The doctor said I should not eat them because of my surgery .],The doctor said I should not eat them because of my body condition.,The doctor said I should not eat them because of my surgery .,['I just had surgery.']
Rewrite the following dialogue to obscure private information and preserve privacy. Private information is [I just had surgery.] Dialogue: [I had gastric bypass surgery .],I had a treatment for my body.,I had gastric bypass surgery .,['I just had surgery.']
